token,neighbor,cosine
etc,eq,0.7150548
etc,even,0.7144026
etc,among,0.71390104
analyze,analyzes,0.95661443
analyze,analyzing,0.92552495
analyze,analyzed,0.8939916
analyze,examine,0.8589879
analyze,analysis,0.8579263
analyze,analy-,0.84937006
analyze,analyzer,0.8493187
analyze,analyses,0.83158696
analyze,investigate,0.82868665
analyze,assess,0.80322546
whether,deciding,0.77024657
whether,depending,0.76959324
whether,if,0.7538894
whether,either,0.75070995
whether,decide,0.7410841
whether,decisions,0.73386765
whether,regarding,0.73005
whether,depends,0.7280849
whether,unless,0.7242192
whether,conditionally,0.7232744
access,accessing,0.88480896
access,accessed,0.8352242
access,accessible,0.8297245
access,visit,0.7512885
access,open,0.7497056
access,pass,0.7487477
access,passes,0.7411516
access,navigation,0.73612064
access,navigate,0.7258003
access,use,0.7237539
outsourcing,sourcing,0.7869356
outsourcing,subcontract,0.71296597
outsourcing,leveraging,0.6844875
outsourcing,reengineering,0.6746671
outsourcing,providing,0.6527612
outsourcing,production,0.6511786
outsourcing,porting,0.6503489
outsourcing,construction,0.6499116
outsourcing,working,0.6486845
outsourcing,export,0.64586085
granted,accepted,0.79278564
granted,allowed,0.7800393
granted,acknowledged,0.7702119
granted,given,0.7650872
granted,consented,0.7650445
granted,obtained,0.75390226
granted,offered,0.75347984
granted,allows,0.7533888
granted,acceptance,0.7510075
granted,allow,0.7448051
relation,relations,0.9083713
relation,relational,0.83426434
relation,relationship,0.83103895
relation,relative,0.8150225
relation,relating,0.7951969
relation,connection,0.7503551
relation,relationships,0.7494268
relation,relate,0.73374623
relation,dependency,0.72494763
relation,related,0.7203209
merging,merge,0.9537068
merging,merged,0.9169247
merging,combining,0.8258367
merging,combine,0.80366397
merging,combines,0.7706455
merging,consolidated,0.7664713
merging,combined,0.7397955
merging,integrating,0.7367536
merging,integration,0.7366655
merging,together,0.7315103
proposed,proposes,0.90133536
proposed,suggested,0.8589348
proposed,propose,0.8533582
proposed,considered,0.80685014
proposed,suggesting,0.80550784
proposed,idea,0.79033655
proposed,offered,0.76415735
proposed,suggests,0.75456816
proposed,considering,0.7498723
proposed,referred,0.74202013
note,mentions,0.7681804
note,notations,0.7626546
note,mentioned,0.7572165
note,noted,0.7524842
note,remark,0.7509797
note,reference,0.7316827
note,references,0.731509
note,referenced,0.72700536
note,text,0.7268002
note,notice,0.72365093
list,lists,0.92124915
list,listed,0.8638802
list,listings,0.7937453
list,items,0.7531258
list,categories,0.74416417
list,rankings,0.7356764
list,ranking,0.73101544
list,names,0.7276489
list,browsed,0.7259101
list,finds,0.72042626
variants,variations,0.9368786
variants,variant,0.9237246
variants,versions,0.81130016
variants,variability,0.7913595
variants,variety,0.78886366
variants,varying,0.78539604
variants,kinds,0.7580335
variants,multi-version,0.7509038
variants,varies,0.7473242
variants,different,0.7467222
extracted,extract,0.9003766
extracted,extracting,0.88366616
extracted,extraction,0.88175434
extracted,extractable,0.8766269
extracted,machine-extracted,0.84234834
extracted,extracts,0.8409181
extracted,extractor,0.80151945
extracted,obtained,0.7688589
extracted,extractors,0.7609987
extracted,retrieved,0.756785
role,roles,0.9380952
role,position,0.7525302
role,positions,0.7307135
role,supporting,0.71479446
role,function,0.7015221
role,purpose,0.69147754
role,person,0.68926746
role,actional,0.68491054
role,character,0.6833955
role,situation,0.683243
top,members,0.7111235
top,listing,0.6863014
top,sites,0.6795761
top,event,0.67675143
top,products,0.6739186
top,top-level,0.6718807
top,user-,0.6716486
top,log-,0.6712348
top,start,0.6624074
top,pages,0.66079247
including,include,0.89066035
including,includes,0.8891321
including,included,0.8828782
including,comprising,0.81028
including,involving,0.79814935
including,providing,0.77319896
including,consisting,0.770561
including,having,0.76555854
including,plus,0.76191586
including,additionally,0.7604915
impact,impacts,0.92832613
impact,affect,0.81873363
impact,effect,0.8134277
impact,effects,0.7892027
impact,affected,0.7400298
impact,effectiveness,0.7205954
impact,influence,0.7193437
impact,implications,0.71096706
impact,applicable,0.7109639
impact,legacy,0.70310813
term,terminology,0.7716985
term,word,0.7392514
term,keyword,0.7097711
term,specify,0.6985709
term,lease,0.69621813
term,specified,0.69191426
term,compound,0.6896021
term,keywords,0.6879889
term,specifying,0.68651634
term,contract,0.68239594
variables,variable,0.9208904
variables,conditionals,0.7475073
variables,var,0.7384332
variables,variance,0.71091497
variables,singlevariabledeclaration,0.7095045
variables,parameters,0.7068085
variables,variability,0.70581335
variables,factors,0.7025334
variables,depending,0.6968302
variables,conditional,0.69171655
least,less,0.8278948
least,minimum,0.80310357
least,min-,0.77977234
least,minimal,0.76299286
least,last,0.755241
least,lower,0.7500468
least,worst,0.7481222
least,fewer,0.74463344
least,low,0.7435155
least,min,0.739688
radar,radars,0.8942617
radar,coverage,0.6973956
radar,detector,0.69485366
radar,outside,0.69399834
radar,noise,0.68921214
radar,speed,0.68921053
radar,technology,0.6868875
radar,frequencies,0.6839112
radar,category,0.6834764
radar,test,0.68319434
done,accepted,0.83083934
done,acknowledged,0.8087118
done,complete,0.80527776
done,dealt,0.79435784
done,ready,0.79164445
done,confirmed,0.7913071
done,enough,0.7781656
done,submitted,0.7774077
done,verified,0.7768993
done,understood,0.77056974
identifying,identification,0.9662591
identifying,identify,0.92474616
identifying,identifications,0.9169897
identifying,identifies,0.9017013
identifying,identifiable,0.881857
identifying,identified,0.8766687
identifying,recognizing,0.8573345
identifying,ident,0.83457077
identifying,characterizing,0.81364435
identifying,identifiers,0.81228065
follows,following,0.916474
follows,follow,0.90510637
follows,followed,0.9034265
follows,along,0.78586245
follows,next,0.78520775
follows,comes,0.7256672
follows,proceed,0.7252768
follows,subsequent,0.72505695
follows,takes,0.7226392
follows,corresponds,0.7217562
determine,determines,0.93319094
determine,determining,0.8912913
determine,decide,0.83791816
determine,distinguish,0.81426454
determine,assess,0.783918
determine,determined,0.7724993
determine,ensure,0.7647526
determine,deciding,0.761979
determine,identify,0.76149315
determine,prove,0.7594073
prior,preceding,0.8082437
prior,pre-,0.76408637
prior,previous,0.7636495
prior,before,0.75587314
prior,preliminary,0.75503004
prior,previously,0.74392056
prior,fore,0.7215568
prior,earlier,0.7130451
prior,due,0.7117654
prior,subsequent,0.68598086
changed-files,changed-file,0.9767426
changed-files,change-log,0.76166403
changed-files,changed-,0.7374396
changed-files,software-change,0.7306314
changed-files,changed,0.7226526
changed-files,changes,0.7208629
changed-files,changelog,0.7195884
changed-files,change-set,0.7104654
changed-files,fileversion,0.70737
changed-files,files,0.70430565
digital,technology,0.7465621
digital,technologies,0.6997023
digital,online,0.6953095
digital,data,0.6944744
digital,motion,0.693779
digital,cd,0.68358016
digital,screen,0.6833082
digital,de,0.68203133
digital,interactive,0.6809135
digital,formats,0.6774647
classroom,class,0.74713355
classroom,teaching,0.7211552
classroom,classes,0.7178319
classroom,students,0.70403695
classroom,school,0.70267695
classroom,educational,0.6985209
classroom,edu,0.6930653
classroom,student,0.68620133
classroom,grade,0.67204654
classroom,elementary,0.6700374
reverse,backward,0.878628
reverse,inverse,0.85474265
reverse,opposite,0.83128136
reverse,backward-directed,0.74687785
reverse,back,0.7252028
reverse,turned,0.7247164
reverse,turn,0.71333563
reverse,contrary,0.70981187
reverse,return,0.7024147
reverse,dis-,0.69474596
post,postings,0.75770944
post,entry,0.71000403
post,submitted,0.70861965
post,item,0.7023516
post,mail,0.6989409
post,postfix,0.6949723
post,submit,0.6921509
post,visit,0.6919931
post,new,0.69065917
post,none,0.69045717
copied,copying,0.9065199
copied,copy,0.8957757
copied,copies,0.84749687
copied,duplicated,0.8426468
copied,cloned,0.8232541
copied,duplicate,0.8134398
copied,clone,0.7952841
copied,pasted,0.7831951
copied,duplication,0.7790862
copied,overwritten,0.775406
networks,network,0.9268527
networks,net,0.7468486
networks,net-,0.7410171
networks,nodes,0.7271059
networks,internet,0.7197506
networks,graphs,0.71517307
networks,connected,0.7055946
networks,groups,0.7021446
networks,newsgroups,0.69710803
networks,propagation,0.69326574
mine,mines,0.93712807
mine,mined,0.8174984
mine,mining,0.7943975
mine,miner,0.788085
mine,metal,0.7032307
mine,ours,0.70309544
mine,my,0.69685197
mine,sqminer,0.69682574
mine,em,0.6909
mine,own,0.6895327
genealogy,genealo-,0.8556287
genealogy,genealogies,0.83172596
genealogy,geneal-,0.7585372
genealogy,lineages,0.7502731
genealogy,lineage,0.73553884
genealogy,inheritance,0.71556246
genealogy,census,0.7042803
genealogy,surname,0.703135
genealogy,inheriting,0.6972773
genealogy,families,0.68719023
stored,storing,0.8971959
stored,storage,0.82242197
stored,kept,0.78052056
stored,contained,0.77206725
stored,maintained,0.7620417
stored,held,0.74562037
stored,keep,0.7405976
stored,prepared,0.73589957
stored,keeping,0.7317738
stored,remained,0.7236475
around,surrounding,0.81174856
around,near,0.7715526
around,areas,0.7545587
around,places,0.7503692
around,happening,0.7398192
around,circles,0.73731947
around,area,0.7343688
around,throughout,0.73411214
around,outside,0.7338844
around,here,0.733691
origin,origins,0.9159336
origin,originated,0.881588
origin,originates,0.8791186
origin,originate,0.8738628
origin,original,0.78761643
origin,originally,0.77637315
origin,formation,0.7553741
origin,formed,0.7255994
origin,lineage,0.71970236
origin,from,0.71231586
con-,con,0.9474771
con-,conf,0.74835485
con-,against,0.73961717
con-,pro-,0.710717
con-,versus,0.7021337
con-,pseudo,0.7019634
con-,convention,0.70078325
con-,dis-,0.70030755
con-,contrary,0.6991156
con-,un-,0.6983654
functionality,functional,0.8685298
functionality,functions,0.8370862
functionality,function,0.8305135
functionality,usable,0.77349126
functionality,capabilities,0.7691353
functionality,features,0.72499835
functionality,works,0.72252524
functionality,interface,0.7214679
functionality,ui,0.7151673
functionality,extensible,0.71482146
profit,proceeds,0.7717328
profit,value,0.7299198
profit,yield,0.7212773
profit,win-,0.71346825
profit,sum,0.712631
profit,benefit,0.7125563
profit,produces,0.71221477
profit,export,0.71003693
profit,spend,0.7077024
profit,output,0.70273477
scm,scms,0.89424497
scm,sem,0.6953207
scm,acm,0.6909956
scm,management,0.6823723
scm,schema,0.6744238
scm,icsm,0.67015153
scm,rlcom,0.6646896
scm,csmr,0.6506259
scm,dbms,0.6493826
scm,schemas,0.645343
tests,testing,0.8938615
tests,test,0.8674883
tests,tested,0.7991007
tests,exam,0.77903825
tests,exam-,0.77533805
tests,labs,0.75856066
tests,examination,0.7520297
tests,studies,0.737469
tests,assessment,0.7363487
tests,tools,0.7239572
links,sites,0.7283056
links,site,0.70244014
links,link,0.70121914
links,resources,0.68906486
links,pages,0.6888021
links,browse,0.67987406
links,notes,0.67416275
links,archives,0.67390275
links,start,0.66776365
links,main-,0.6639135
ex-,ex,0.90550196
ex-,former,0.87319976
ex-,exc,0.7729648
ex-,separated,0.7187118
ex-,past,0.71869564
ex-,eliminated,0.70858717
ex-,off,0.70379144
ex-,removed,0.7034625
ex-,after,0.7030832
ex-,ext,0.70282733
course,courses,0.8800473
course,program,0.780603
course,classes,0.7433005
course,teaching,0.7360296
course,school,0.7310988
course,university,0.7280309
course,presentation,0.7239764
course,training,0.71676785
course,lecture,0.71486425
course,college,0.71301913
much,many,0.84743387
much,extensive,0.78917813
much,very,0.7705348
much,widely,0.7626326
much,heavily,0.76224947
much,numerous,0.7619542
much,huge,0.75951046
much,often,0.75601006
much,enormous,0.75192034
much,extremely,0.7466206
almost,nearly,0.96404254
almost,partly,0.7792338
almost,somewhat,0.77846974
almost,partially,0.763973
almost,approximate,0.7427682
almost,mostly,0.73949367
almost,slightly,0.7393801
almost,potentially,0.7346675
almost,approximately,0.73290133
almost,relatively,0.72789913
detect,detect-,0.98087037
detect,detects,0.9495799
detect,detecting,0.93776363
detect,detection,0.9280353
detect,detected,0.8937438
detect,detector,0.8550843
detect,detectors,0.805732
detect,distinguish,0.80229396
detect,investigate,0.77251124
detect,recognize,0.75988406
real,actual,0.8461081
real,serious,0.7611415
real,real-life,0.76084477
real,natural,0.75798714
real,valid,0.74099874
real,proven,0.736475
real,el,0.7358208
real,ideal,0.7343429
real,false,0.7277626
real,regular,0.7275184
sources,source,0.8991136
sources,references,0.7959348
sources,documents,0.78073627
sources,reference,0.7477906
sources,data,0.7423344
sources,downloads,0.73624617
sources,papers,0.729144
sources,resources,0.728014
sources,information,0.72205156
sources,docs,0.7205158
object,objects,0.90754294
object,item,0.75957036
object,thing,0.7594394
object,obj,0.74798733
object,object-oriented,0.7468609
object,functionobject,0.74620295
object,oo,0.7455821
object,toy,0.74078196
object,entity,0.7376703
object,matter,0.736003
citation,reference,0.783575
citation,referenced,0.75843906
citation,referencing,0.7562052
citation,references,0.7493488
citation,pdf,0.73017323
citation,documented,0.7281085
citation,tribution,0.72237444
citation,note,0.7090333
citation,refers,0.7046619
citation,mentions,0.7016195
comparison,comparisons,0.9745774
comparison,comparing,0.9459081
comparison,compares,0.94256216
comparison,compared,0.9328728
comparison,compare,0.9106623
comparison,comparative,0.8917169
comparison,comparable,0.88902867
comparison,comparatively,0.8075252
comparison,differences,0.8021857
comparison,similarity,0.79038256
define,defines,0.96468496
define,defined,0.951866
define,definition,0.9476723
define,defining,0.9024876
define,definitions,0.86661464
define,meaning,0.776509
define,meanings,0.7209613
define,pre-defined,0.7058737
define,user-defined,0.7050974
define,characterized,0.6982305
heuristic,heuristics,0.9325921
heuristic,algorithm,0.7466709
heuristic,rational,0.7296363
heuristic,combinatorial,0.71926296
heuristic,algorithms,0.7188111
heuristic,logical,0.7114565
heuristic,finding,0.7079462
heuristic,intuitive,0.7054438
heuristic,solving,0.7050284
heuristic,predictive,0.6974957
attributes,attribute,0.89751667
attributes,characteristics,0.8050694
attributes,characteristic,0.7564624
attributes,values,0.73003167
attributes,descriptors,0.7134989
attributes,intrinsic,0.7100515
attributes,characterizing,0.7094867
attributes,characterize,0.7085286
attributes,character,0.70751613
attributes,inherent,0.7006375
currently,current,0.8755771
currently,now,0.87441915
currently,present,0.8038041
currently,today,0.80249983
currently,ongoing,0.7738321
currently,alive,0.75952595
currently,here,0.75591695
currently,available,0.7555209
currently,existing,0.7544001
currently,recent,0.7450119
accuracy,precision,0.82990783
accuracy,inaccuracy,0.8112394
accuracy,precise,0.8092147
accuracy,accurate,0.784687
accuracy,accurately,0.7827037
accuracy,approximate,0.75698185
accuracy,validity,0.739255
accuracy,consistency,0.7243295
accuracy,reliability,0.72392446
accuracy,approximation,0.7120663
